"","id","name","fat_value","fat_unit","sugur_value","sugur_unit","protein_value","protein_unit"
"3553",45324275,"FROZEN CONCENTRATE FOR LIMEADE",0,"g",59.09,"g",0,"g"
"3554",45324287,"ELECTROLYTE DRINK ENHANCER",0,"g",0,"g",0,"g"
"3555",45324292,"SPAGHETTI WITH MEAT SAUCE",4.24,"g",2.47,"g",5.65,"g"
"3556",45324298,"BLACK BEAN & JALAPENO HUMMUS",21.43,"g",3.57,"g",7.14,"g"
"3557",45324307,"THREE CHEESE RISOTTO WITH NUTMEG & BLACK PEPPER",7.65,"g",0.59,"g",5.88,"g"
"3558",45324309,"HOMESTYLE MASHED POTATOES",6.4,"g",0.8,"g",1.6,"g"
"3559",45324311,"PREMIUM WILD CAUGHT TUNAVATIONS",5.41,"g",2.7,"g",18.92,"g"
"3560",45324312,"THIN SLICED CHICKEN BREAST",0.98,"g",1.96,"g",19.61,"g"
"3561",45324314,"ROASTED GARLIC HUMMUS",21.43,"g",3.57,"g",7.14,"g"
"3562",45324316,"FROZEN YOGURT",3.68,"g",23.53,"g",5.88,"g"
"3563",45324320,"DRINK ENHANCER",0,"g",0,"g",0,"g"
"3564",45324323,"CUT BROCCOLI",0,"g",1.18,"g",2.35,"g"
"3565",45324324,"ORIGINAL FRUIT SMILES SNACKS",1.92,"g",53.85,"g",0,"g"
"3566",45324335,"PITTED DARK SWEET CHERRIES",0,"g",12.86,"g",1.43,"g"
"3567",45324336,"COCONUT CREME PIE",14.71,"g",16.18,"g",2.21,"g"
"3568",45324337,"ELBOWS ENRICHED MACARONI PRODUCT",1.79,"g",3.57,"g",12.5,"g"
"3569",45324340,"LENTILS",0,"g",5.71,"g",28.57,"g"
"3570",45324343,"TRADITIONAL PIE",11.2,"g",14.4,"g",2.4,"g"
"3571",45324346,"SUGAR COOKIE CRASH ICE CREAM SANDWICH",14.13,"g",25,"g",3.26,"g"
"3572",45324353,"ORGANIC MIXED VEGETABLES",1.16,"g",4.65,"g",2.33,"g"
"3573",45324356,"ORGANIC RAW UNFILTERED APPLE CIDER VINEGAR",0,"g",0,"g",0,"g"
"3574",45324363,"ICE CREAM",10.45,"g",25.37,"g",2.99,"g"
"3575",45324401,"HATCH CHILE MACARONI & CHEESE",4.55,"g",2.27,"g",5.91,"g"
"3576",45324402,"5 CHEESE BREADSTICKS",9.68,"g",1.61,"g",12.9,"g"
"3577",45324575,"PUDDING CUPS",2.17,"g",18.48,"g",1.09,"g"
"3578",45324578,"CAPPUCCINO MIX",26.67,"g",20,"g",6.67,"g"
"3579",45324581,"PUDDING CUPS",2.17,"g",18.48,"g",1.09,"g"
"3580",45324622,"ITALIAN WOOD FIRED CRUST PIZZA",12.5,"g",2.94,"g",11.76,"g"
"3581",45324628,"ULTIMATE MEAT PIZZA",13.19,"g",2.08,"g",11.11,"g"
"3582",45324631,"EXTRA LARGE TRADITIONAL CRUST PIZZA",16.06,"g",2.19,"g",11.68,"g"
"3583",45324639,"PIZZA",12.77,"g",2.84,"g",11.35,"g"
"3584",45324642,"EXTRA LARGE EXTREME BACON PIZZA",18.71,"g",2.16,"g",14.39,"g"
"3585",45324650,"NEW YORK STYLE CRUST PIZZA",12.75,"g",2.68,"g",11.41,"g"
"3586",45324661,"SUPREME PIZZA",10.96,"g",2.05,"g",8.9,"g"
"3587",45324673,"PEPPERONI PIZZA",14.48,"g",2.76,"g",11.72,"g"
"3588",45324677,"PEPPERONI PIZZA",10.9,"g",2.56,"g",10.9,"g"
"3589",45324679,"PIZZA",10.53,"g",7.52,"g",11.28,"g"
"3590",45324681,"PIZZA",12.77,"g",2.13,"g",10.64,"g"
"3591",45324682,"5 CHEESE PIZZA",9.74,"g",2.6,"g",10.39,"g"
"3592",45324683,"EXTRA LARGE PIZZA",13.29,"g",2.1,"g",11.19,"g"
"3593",45324688,"PIZZA",21.74,"g",2.17,"g",13.04,"g"
"3594",45324689,"BACON CHEESE BREADSTICKS",10.77,"g",1.54,"g",13.85,"g"
"3595",45324698,"CANDY EYEBALLS",0,"g",85.71,"g",0,"g"
"3596",45324705,"POWDERED PEANUT BUTTER",12.5,"g",8.33,"g",50,"g"
"3597",45324802,"PUDDING CUPS",2.17,"g",18.48,"g",1.09,"g"
"3598",45324804,"GREEN SUGAR PEARLS",0,"g",83.33,"g",0,"g"
"3599",45324831,"RED SUGAR PEARLS",0,"g",83.33,"g",0,"g"
"3600",45324847,"APPLE SAUCE",0,"g",13.33,"g",0,"g"
"3601",45325275,"YEAST ROLL MIX",7.35,"g",11.76,"g",8.82,"g"
"3602",45325277,"LOWFAT YOGURT",0.88,"g",14.12,"g",2.94,"g"
"3603",45325683,"BEEF",2.47,"g",7.42,"g",6.01,"g"
"3604",45325729,"RELISH",0,"g",26.67,"g",0,"g"
"3605",45325904,"BOOM BOOM SHRIMP BREADING MIX",25.81,"g",3.23,"g",6.45,"g"
"3606",45326117,"ORIGINAL TACO SEASONING MIX",0,"g",NA,NA,0,"g"
"3607",45326174,"MACARONI & CHEESE",6.03,"g",12.07,"g",12.07,"g"
"3608",45326190,"PIZZA SAUCE",1.59,"g",3.17,"g",1.59,"g"
"3609",45326191,"JALAPENO CHILI WITH BEANS",1.25,"g",2.08,"g",6.25,"g"
"3610",45326406,"CHILI CON CARNE",1.67,"g",1.25,"g",6.67,"g"
"3611",45326529,"PUTTANESCA PASTA SAUCE",4,"g",4.8,"g",0.8,"g"
"3612",45326638,"CHIPOTLE CHILI WITH BEANS",1.25,"g",1.25,"g",6.25,"g"
"3613",45326659,"NAPOLETANA PASTA SAUCE",7.2,"g",4.8,"g",0.8,"g"
"3614",45326695,"BASIL PESTO SAUCE",34.04,"g",4.26,"g",4.26,"g"
"3615",45326887,"SRIRACHA CHILI WITH BEANS",1.25,"g",3.33,"g",6.67,"g"
"3616",45326955,"CREME PIE",13.97,"g",21.32,"g",2.94,"g"
"3617",45326956,"GHERKINS",0,"g",32.14,"g",0,"g"
"3618",45326957,"TURKEY BREAST",0,"g",0,"g",17.86,"g"
"3619",45326958,"FRUIT SPREAD",0,"g",57.89,"g",5.26,"g"
"3620",45326996,"YELLOW CLING DICED PEACHES IN WHITE GRAPE JUICE",0,"g",14.16,"g",0.88,"g"
"3621",45326997,"SLICED PICKLES",0,"g",21.43,"g",0,"g"
"3622",45326999,"WHOLE PICKLES",0,"g",32.14,"g",0,"g"
"3623",45327000,"FRUIT SPREAD",0,"g",57.89,"g",5.26,"g"
"3624",45327001,"GHERKINS",0,"g",0,"g",0,"g"
"3625",45327002,"FRUIT SPREAD",0,"g",57.89,"g",5.26,"g"
"3626",45327123,"PASTA, ENRICHED MACARONI PRODUCT",1.79,"g",3.57,"g",14.29,"g"
"3627",45327130,"SPAGHETTI WITH MEAT SAUCE",7.77,"g",2.83,"g",5.65,"g"
"3628",45327151,"FRUIT & GRAIN CEREAL BARS",8.11,"g",32.43,"g",2.7,"g"
"3629",45327250,"SWISS MILK CHOCOLATE",35,"g",52.5,"g",7.5,"g"
"3630",45327288,"RAINBOW VANILLA CREME CAKE",15.56,"g",26.67,"g",4.44,"g"
"3631",45327317,"FROSTED SUGAR COOKIES",15.79,"g",42.11,"g",2.63,"g"
"3632",45327349,"FROSTED SUGAR COOKIES",15.79,"g",42.11,"g",2.63,"g"
"3633",45327350,"WHOLE DILL PICKLES",0,"g",0,"g",0,"g"
"3634",45327374,"FROSTED SUGAR COOKIES",15.79,"g",42.11,"g",2.63,"g"
"3635",45327399,"LOLLIPOPS",0,"g",63.64,"g",0,"g"
"3636",45327513,"TOMATO KETCHUP",0,"g",23.53,"g",0,"g"
"3637",45327514,"TOMATO KETCHUP",0,"g",23.53,"g",0,"g"
"3638",45328587,"ORGANIC CUT GREEN BEANS",0,"g",1.67,"g",0.83,"g"
"3639",45328686,"ORGANIC WHOLE KERNEL CORN",1.2,"g",5.6,"g",1.6,"g"
"3640",45330319,"ENRICHED MACARONI PRODUCT PENNE PASTA",1.79,"g",3.57,"g",14.29,"g"
"3641",45330349,"GAME TIME MINI CUPCAKES",16.9,"g",39.44,"g",2.82,"g"
"3642",45330426,"CHICKEN BREAST STRIPS",2.33,"g",1.16,"g",18.6,"g"
"3643",45330427,"MIXED NUTS",53.57,"g",3.57,"g",21.43,"g"
"3644",45330431,"RED F ONDANT",14.04,"g",78.95,"g",0,"g"
"3645",45330432,"MIXED NUTS",53.57,"g",3.57,"g",21.43,"g"
"3646",45330433,"FONDANT BLACK",14.04,"g",78.95,"g",0,"g"
"3647",45330435,"DELUXE MIXED NUTS",53.57,"g",3.57,"g",17.86,"g"
"3648",45330436,"SUGAR COOKIES",24.32,"g",27.03,"g",5.41,"g"
"3649",45330442,"TAGLIARINI PASTA",2.36,"g",0,"g",8.49,"g"
"3650",45330443,"TRADITIONAL MEDIUM CRUST SUPREME PIZZA",13.25,"g",1.99,"g",9.27,"g"
"3651",45330444,"PEPPERONI PIZZA",13.85,"g",2.31,"g",10.77,"g"
"3652",45330445,"MEAT TRIO PIZZA ITALIAN SAUSAGE, BEEF PATTY CRUMBLE & PREMIUM DELI STYLE PEPPERONI",17.21,"g",1.64,"g",13.11,"g"
"3653",45330446,"MEDIUM MOZZARELLA, GRUYERE, ASIAGO, FONTINA & ROMANO CHEESE PIZZA",12.5,"g",2.34,"g",10.94,"g"
"3654",45330447,"CINNAMON GLAZE DESSERT PIZZA",6.54,"g",11.76,"g",4.58,"g"
"3655",45330604,"WARM GERMAN STYLE POTATO SALAD",1.11,"g",15.56,"g",6.67,"g"
"3656",45330609,"MASHED POTATOES",7.14,"g",8.57,"g",8.57,"g"
"3657",45330611,"MASHED POTATO",9.41,"g",2.35,"g",7.06,"g"
"3658",45330694,"CONFETTI CUPCAKES",16.9,"g",42.25,"g",2.82,"g"
"3659",45330695,"GOURMET PRETZEL CRUNCHERS",23.68,"g",31.58,"g",7.89,"g"
"3660",45330778,"MASHED POTATOES",8.33,"g",5.56,"g",8.33,"g"
"3661",45330828,"VEGETABLE LASAGNA",4.12,"g",1.47,"g",6.18,"g"
"3662",45330829,"TERIYAKI CHICKEN",0.98,"g",6.27,"g",5.88,"g"
"3663",45330830,"CHEESY HAM & POTATO BAKE",9.6,"g",1.01,"g",4.04,"g"
"3664",45330831,"BOURBON STEAK",3.26,"g",4.62,"g",6.52,"g"
"3665",45330832,"FIVE CHEESE LASAGNA",5.88,"g",3.82,"g",7.06,"g"
"3666",45330833,"BROCCOLI AND CHEESE SOUP WITH GARLIC CHEESE CROUTONS",3.7,"g",2.06,"g",3.29,"g"
"3667",45330834,"FIT MENU ROBUST, SATISFYING MEALS",2.17,"g",0.82,"g",6.79,"g"
"3668",45330835,"TURKEY & DRESSING BAKE",8,"g",1.78,"g",8,"g"
"3669",45330847,"FROSTED SUGAR COOKIES",15.79,"g",42.11,"g",2.63,"g"
"3670",45330852,"GOURMET PRETZEL CRUNCHERS",18.42,"g",36.84,"g",5.26,"g"
"3671",45330907,"MIXED NUTS SEASONED WITH SEA SALT",53.57,"g",3.57,"g",21.43,"g"
"3672",45330908,"MAC & CHEESE",6.36,"g",1.41,"g",7.42,"g"
"3673",45330909,"CHILI WITH BEEF & BEANS WITH CORNBREAD CRUST",6.63,"g",4.42,"g",6.08,"g"
"3674",45330910,"STEAK FAJITA",3.14,"g",2.09,"g",6.28,"g"
"3675",45330912,"TERIYAKI CHICKEN",1.36,"g",5.71,"g",7.07,"g"
"3676",45330913,"DELUXE MIXED NUTS",53.57,"g",3.57,"g",17.86,"g"
"3677",45330914,"CLASSIC MAC & CHEESE",9.64,"g",2.01,"g",5.62,"g"
"3678",45330916,"LOADED BAKED POTATO SOUP WITH GARLIC BUTTER FLAVORED CROUTONS",5.08,"g",2.54,"g",2.12,"g"
"3679",45330925,"BEEF POT ROAST WITH VEGETABLES",3.03,"g",1.01,"g",4.55,"g"
"3680",45330926,"ROBUST, SATISFYING MEALS",2.72,"g",6.79,"g",7.34,"g"
"3681",45331056,"STUFFED PEPPER",4.95,"g",2.47,"g",3.53,"g"
"3682",45331071,"SWEET & SOUR CHICKEN",1.59,"g",11.66,"g",3.18,"g"
"3683",45331073,"STACKED BEEF BURRITO",5.59,"g",0.88,"g",6.47,"g"
"3684",45331082,"MAC & CHEESE",9.84,"g",2.46,"g",6.97,"g"
"3685",45331095,"MEATBALLS IN A RICH MARINARA SAUCE",12.11,"g",2.63,"g",8.42,"g"
"3686",45331100,"LASAGNA",5.59,"g",3.53,"g",7.35,"g"
"3687",45331120,"LOADED POTATO SALAD",1.52,"g",3.03,"g",9.09,"g"
"3688",45331123,"BEEF SHEPHERD'S PIE",5.52,"g",1.1,"g",5.52,"g"
"3689",45331148,"SOUTHWESTERN STYLE CHICKEN & PASTA",7.37,"g",1.05,"g",10.53,"g"
"3690",45331156,"LEMON & PEPPER SEASONING",0,"g",NA,NA,0,"g"
"3691",45331157,"THIN & CRISPY CANTINA STYLE TORTILLA CHIPS",28.57,"g",0,"g",7.14,"g"
"3692",45331158,"CREAMY MUSHROOM CHICKEN WITH BACON",5,"g",1.18,"g",8.24,"g"
"3693",45331159,"100% JUICE",0,"g",12.08,"g",0.42,"g"
"3694",45331160,"ORANGE SPARKLING GEL",0,"g",66.67,"g",0,"g"
"3695",45331162,"LIGHTLY SEASONED TORTILLA CHIPS",28.57,"g",0,"g",7.14,"g"
"3696",45331164,"STEAM MEAL LEMON HERB CHICKEN",1.76,"g",1.18,"g",6.47,"g"
"3697",45331168,"GOURMET CHOCOLATE TRUFFLES",26.67,"g",53.33,"g",3.33,"g"
"3698",45331195,"SPAGHETTI PIE WITH MEAT SAUCE",4.97,"g",2.21,"g",7.18,"g"
"3699",45331198,"MIXED PRETZELS",20,"g",43.33,"g",6.67,"g"
"3700",45331200,"FAT FREE TURKEY BREAST",0,"g",0,"g",17.86,"g"
"3701",45331201,"RAMEN WITH CHICKEN",7.05,"g",1.6,"g",8.65,"g"
"3702",45331203,"FLAVORED CORN CHIPS",35.71,"g",3.57,"g",7.14,"g"
"3703",45331354,"CHILI POWDER",0,"g",NA,NA,0,"g"
"3704",45331355,"STUFFED SHELLS PASTA",4.41,"g",2.64,"g",6.17,"g"
"3705",45331383,"LEAN SESAME CHICKEN",3.14,"g",7.06,"g",5.1,"g"
"3706",45331442,"CINNAMON ROLLS",11.48,"g",34.43,"g",4.92,"g"
"3707",45331447,"WING SEASONING MIX",0,"g",28.57,"g",0,"g"
"3708",45331499,"BLACK SPARKLING GEL",0,"g",66.67,"g",0,"g"
"3709",45331538,"RED SPARKLING GEL",0,"g",66.67,"g",0,"g"
"3710",45331562,"SPICY JALAPENO WING SEASONING MIX",0,"g",16.67,"g",16.67,"g"
"3711",45331570,"LOADED POTATO DIP MIX",0,"g",NA,NA,0,"g"
"3712",45331572,"TACO CHEESE DIP MIX",0,"g",NA,NA,0,"g"
"3713",45331577,"BUFFALO DIP MIX",0,"g",NA,NA,0,"g"
"3714",45331578,"BBQ WING SEASONING MIX",0,"g",42.86,"g",0,"g"
"3715",45331580,"PRETZEL PIECES",17.86,"g",3.57,"g",7.14,"g"
"3716",45331584,"DIP MIX",0,"g",NA,NA,0,"g"
"3717",45331660,"BEEF WITH VEGETABLE SOUP",1.22,"g",1.22,"g",2.86,"g"
"3718",45331662,"MINESTRONE SOUP",0.61,"g",1.63,"g",2.04,"g"
"3719",45331665,"CHICKEN & WILD RICE SOUP",0.61,"g",0.41,"g",2.04,"g"
"3720",45331667,"CONDENSED SOUP",1.6,"g",1.6,"g",0.8,"g"
"3721",45331688,"GRILLED CHICKEN & SAUSAGE GUMBO SOUP",1.02,"g",1.22,"g",2.45,"g"
"3722",45331693,"WHITE COOKIE ICING",2.86,"g",74.29,"g",0,"g"
"3723",45331694,"SOUP",3.67,"g",1.63,"g",3.27,"g"
"3724",45331781,"STEAM MEAL",2.35,"g",0.88,"g",6.47,"g"
"3725",45331788,"CHICKEN NOODLE SOUP",1.02,"g",0.41,"g",2.86,"g"
"3726",45331789,"CHICKEN & DUMPLING SOUP",3.27,"g",0.82,"g",2.45,"g"
"3727",45331794,"CHICKEN & NOODLE SOUP",0.82,"g",0.82,"g",2.45,"g"
"3728",45331796,"SOUP",4.08,"g",0.41,"g",2.04,"g"
"3729",45331812,"SNACK MIX",13.79,"g",6.9,"g",6.9,"g"
"3730",45331824,"PRETZEL NUGGETS",0,"g",0,"g",10,"g"
"3731",45331837,"ALMONDS",40,"g",43.33,"g",10,"g"
"3732",45331866,"GREEN SPARKLING GEL",0,"g",66.67,"g",0,"g"
"3733",45331906,"BROCCOLI STIR-FRY",0,"g",2.74,"g",1.37,"g"
"3734",45331913,"FINE GREEN BEANS",0,"g",2.35,"g",2.35,"g"
"3735",45331915,"CRACKER CUTS CHEESE",28.57,"g",0,"g",25,"g"
"3736",45331917,"GARLIC SALT",0,"g",NA,NA,0,"g"
"3737",45331928,"BROCCOLI CUTS",0,"g",1.18,"g",2.35,"g"
"3738",45331930,"MIXED VEGETABLES",0,"g",4.71,"g",2.35,"g"
"3739",45331931,"CRACKER CUTS SHARP CHEDDAR CHEESE",32.14,"g",0,"g",21.43,"g"
"3740",45332353,"MEAL REPLACEMENT SHAKE",1.85,"g",5.54,"g",3.08,"g"
"3741",45332638,"MEAL REPLACEMENT SHAKE",1.85,"g",5.54,"g",3.08,"g"
"3742",45332823,"NUTRITIONAL SHAKE",1.69,"g",8.44,"g",4.22,"g"
"3743",45332824,"MEAL REPLACEMENT SHAKE",1.85,"g",5.54,"g",3.08,"g"
"3744",45332826,"NUTRITIONAL SHAKE",2.53,"g",6.33,"g",3.8,"g"
"3745",45332827,"NUTRITIONAL SHAKE",1.69,"g",8.44,"g",4.22,"g"
"3746",45333100,"WING SEASONING MIX",0,"g",16.67,"g",16.67,"g"
"3747",45333137,"HARDWOOD SMOKED PULLED PORK",17.65,"g",0,"g",24.71,"g"
"3748",45333139,"COLBY & MONTEREY JACK CRACKER CUTS CHEESE",32.14,"g",0,"g",25,"g"
"3749",45333190,"TACO SEASONING MIX",0,"g",0,"g",0,"g"
"3750",45333199,"TOMATO CONDENSED SOUP",1.2,"g",7.2,"g",1.6,"g"
"3751",45333212,"BROCCOLI FLORETS",0,"g",1.18,"g",3.53,"g"
"3752",45333218,"ROASTED TURKEY BREAST",2.35,"g",2.35,"g",23.53,"g"
"3753",45333219,"THIN CRUST SUPREME PIZZA",16.23,"g",2.6,"g",10.39,"g"
"3754",45333320,"JIMMIES & NONPAREILS",12.5,"g",50,"g",0,"g"
"3755",45333339,"KETTLE CORN",25,"g",21.43,"g",7.14,"g"
"3756",45333340,"POTATO CRISPS",32.14,"g",3.57,"g",3.57,"g"
"3757",45333341,"SOUR CREME CAKE DONUTS",23.4,"g",27.66,"g",4.26,"g"
"3758",45333350,"GELATIN DESSERT",0,"g",85.71,"g",4.76,"g"
"3759",45333385,"TOMATO BASIL SOUP",6.94,"g",5.71,"g",2.04,"g"
"3760",45333393,"SEASONED MEAT TENDERIZER",0,"g",NA,NA,0,"g"
"3761",45333394,"UNFLAVORED GELATIN",0,"g",0,"g",NA,NA
"3762",45333395,"LEAN ITALIAN-STYLE PASTA WITH SAUSAGE",2.35,"g",3.53,"g",4.31,"g"
"3763",45333403,"GELATIN DESSERT",0,"g",85.71,"g",NA,NA
"3764",45333413,"AGED BALSAMIC VINEGAR OF MODENA",0,"g",53.33,"g",0,"g"
"3765",45333514,"TOASTER PASTRIES",9.62,"g",32.69,"g",5.77,"g"
"3766",45333599,"DELI STYLE SLICED SWISS CHEESE",33.33,"g",NA,NA,28.57,"g"
"3767",45333611,"SLICED NON-SMOKED PROVOLONE CHEESE",28.57,"g",NA,NA,23.81,"g"
"3768",45333639,"SWEET & CRUNCHY CASHEW BRITTLE",8.33,"g",50,"g",0,"g"
"3769",45333685,"MINCED GARLIC IN WATER",0,"g",0,"g",0,"g"
"3770",45333696,"ITALIAN SALAD DRESSING & RECIPE MIX",0,"g",40,"g",0,"g"
"3771",45333700,"SPANAKOPITA",16.47,"g",2.35,"g",5.88,"g"
"3772",45333703,"FLORENTINE MINI QUICHE",21.18,"g",2.35,"g",8.24,"g"
"3773",45333720,"POTATO CRISPS",32.14,"g",7.14,"g",3.57,"g"
"3774",45333721,"FLAME-BROILED CHEESE BURGERS",16.89,"g",4.73,"g",11.49,"g"
"3775",45333744,"RELI ON, FRUIT PUNCH",0,"g",100,"g",0,"g"
"3776",45333809,"EQUATE, NUTRITIONAL DRINK MIX, VANILLA",10,"g",38.33,"g",15,"g"
"3777",45333848,"WHOLE ALMONDS",50,"g",3.57,"g",21.43,"g"
"3778",45334393,"CLEAR AMERICAN, ORGANIC SPARKLING WATER BEVERAGE, LIME",0,"g",0,"g",0,"g"
"3779",45335415,"UNSALTED SWEET CREAM BUTTER",78.57,"g",NA,NA,0,"g"
"3780",45336502,"COOKING SPRAY",0,"g",NA,NA,0,"g"
"3781",45336505,"EASTER SUGAR COOKIES",18.18,"g",27.27,"g",6.06,"g"
"3782",45336525,"ALL NATURAL WILD ALASKAN SOCKEYE SALMON FILLETS",8.85,"g",0,"g",20.35,"g"
"3783",45337062,"BEEF JERKY",3.57,"g",10.71,"g",50,"g"
"3784",45337259,"ALL NATURAL TILAPIA",1.5,"g",0,"g",15,"g"
"3785",45337260,"UNCOOKED JUMBO SHRIMP",0.88,"g",0,"g",13.27,"g"
"3786",45337261,"MEAL REPLACEMENT SHAKE",1.85,"g",5.54,"g",3.08,"g"
"3787",45337262,"MEAL REPLACEMENT SHAKE DRINK",1.85,"g",5.54,"g",3.08,"g"
"3788",45337266,"COOKIES & CREAM ICE CREAM",12.12,"g",24.24,"g",3.03,"g"
"3789",45337376,"ICE CREAM",10.77,"g",16.92,"g",3.08,"g"
"3790",45337983,"WIDE EGG NOODLES",5.36,"g",3.57,"g",14.29,"g"
"3791",45337992,"FLOUR TORTILLA MIX",15.69,"g",0,"g",7.84,"g"
"3792",45339017,"FRUIT DIP",15,"g",20,"g",3.33,"g"
"3793",45339024,"BONELESS CHICKEN WYNGZ*",4.55,"g",7.07,"g",14.14,"g"
"3794",45339030,"SWEET POTATO MINI PIE BITES",15.45,"g",21.95,"g",4.07,"g"
"3795",45339040,"FLOUR CHICKEN TAQUITOS",10.78,"g",0.98,"g",9.8,"g"
"3796",45339111,"HARDWOOD SMOKED BEEF BRISKET IN SAUCE",18.57,"g",0.71,"g",28.57,"g"
"3797",45339173,"POTATO CASSEROLE",7.5,"g",10,"g",7.5,"g"
"3798",45339175,"POTATO CASSEROLE",5.36,"g",7.14,"g",7.14,"g"
"3799",45339210,"BABY CARROTS & RANCH DIP",7.69,"g",6.41,"g",1.28,"g"
"3800",45339212,"MINI CORN DOGS BATTER WRAPPED CHICKEN FRANKS",14.47,"g",13.16,"g",7.89,"g"
"3801",45339222,"GARLIC & PEPPER SEASONING GRINDER",0,"g",NA,NA,0,"g"
"3802",45339227,"GRINDER",0,"g",NA,NA,0,"g"
"3803",45339234,"FRUIT & VEGETABLE SMOOTHIE",3.1,"g",7.52,"g",1.33,"g"
"3804",45339393,"LEMONADE",0,"g",11.67,"g",0,"g"
"3805",45339394,"SWEET ICED TEA",0,"g",7.78,"g",0,"g"
"3806",45339413,"SLICED APPLES & PEANUT BUTTER",14.1,"g",10.26,"g",7.69,"g"
"3807",45339474,"GELATIN DESSERT",0,"g",85.71,"g",9.52,"g"
"3808",45339511,"BATTER WRAPPED CHICKEN FRANKS ON A STICK",11.84,"g",11.84,"g",7.89,"g"
"3809",45339568,"JELLIED CRANBERRY SAUCE",0,"g",34.29,"g",0,"g"
"3810",45339569,"BIRTHDAY CAKE CRISPY RICE TREATS",13.64,"g",31.82,"g",4.55,"g"
"3811",45339623,"LEAN CHICKEN ALFREDO",1.96,"g",1.96,"g",8.24,"g"
"3812",45339633,"SNACK CAKES",8.33,"g",40,"g",3.33,"g"
"3813",45339636,"LEAN SPAGHETTI & MEAT SAUCE",1.59,"g",3.18,"g",5.3,"g"
"3814",45339639,"SWISS DARK CHOCOLATE",36.67,"g",43.33,"g",3.33,"g"
"3815",45339653,"SWISS DARK CHOCOLATE WITH ALMONDS",40,"g",36.67,"g",6.67,"g"
"3816",45339673,"CRUMB CAKES",14.04,"g",29.82,"g",3.51,"g"
"3817",45339674,"SHELLS & CHEESE",11.5,"g",4.42,"g",7.08,"g"
"3818",45339683,"MINI HONEY BUNS",20.59,"g",20.59,"g",5.88,"g"
"3819",45339703,"PANCAKE & WAFFLE MIX",6.25,"g",20.31,"g",7.81,"g"
"3820",45339705,"RED VELVET SWEET TREATS",10.71,"g",25,"g",5.36,"g"
"3821",45339773,"PEELED RED APPLE SLICES",0,"g",9.86,"g",0,"g"
"3822",45339856,"RED APPLE SLICES",0,"g",9.86,"g",0,"g"
"3823",45339887,"POWDERED SUGAR MINI DONUTS",20,"g",28,"g",4,"g"
"3824",45340017,"BROWN GRAVY WITH ONION",1.67,"g",0,"g",1.67,"g"
"3825",45340076,"SUPER COLOSSAL PIMIENTO STUFFED OLIVES",15.38,"g",0,"g",0,"g"
"3826",45340141,"90% COCOA SWISS DARK CHOCOLATE",56.67,"g",10,"g",10,"g"
"3827",45340396,"TARTAR SAUCE",15.52,"g",6.9,"g",0,"g"
"3828",45340457,"BLENDED CANOLA OIL",100,"g",0,"g",0,"g"
"3829",45340589,"GREAT VALUE, CINNAMON ROLLS WITH ICING",11.36,"g",25,"g",4.55,"g"
"3830",45340637,"100% EGG WHITES, LIQUID EGG PRODUCT",0,"g",0,"g",10.87,"g"
"3831",45341861,"CLASSIC CHICKEN NOODLE SOUP",1.04,"g",1.25,"g",4.58,"g"
"3832",45341863,"CONDENSED SOUP",0,"g",12.8,"g",1.6,"g"
"3833",45342053,"GREAT VALUE, CHUNKY SIRLOIN BURGER WITH COUNTRY VEGETABLES SOUP",2.04,"g",1.22,"g",2.86,"g"
"3834",45342058,"ICE CREAM WITH COOKIE BITS",10.45,"g",22.39,"g",2.99,"g"
"3835",45342061,"CORN MUFFINS",17.17,"g",20.2,"g",5.05,"g"
"3836",45342065,"MINI MUFFINS",18,"g",28,"g",4,"g"
"3837",45342066,"NEW YORK STYLE CHEESECAKE",25,"g",21.15,"g",4.81,"g"
"3838",45342265,"CALIFORNIA BLEND",0,"g",3.53,"g",2.35,"g"
"3839",45344690,"BARS",10.29,"g",32.35,"g",2.94,"g"
"3840",45344924,"HALVES PECANS",71.43,"g",3.57,"g",10.71,"g"
"3841",45344930,"WALNUTS",64.29,"g",3.57,"g",14.29,"g"
"3842",45345098,"DANISH",16.67,"g",28.21,"g",7.69,"g"
"3843",45345128,"DIVINITY OLD FASHIONED CANDY WITH PECAN PIECES",1.61,"g",67.74,"g",0,"g"
"3844",45345368,"WALNUTS HALVES",64.29,"g",3.57,"g",14.29,"g"
"3845",45345379,"SNACK MUFFINS",3.98,"g",7.08,"g",0.88,"g"
"3846",45345418,"PRETZELS",20,"g",43.33,"g",6.67,"g"
"3847",45345426,"CHOCOLATE CUPCAKES",10.53,"g",45.61,"g",3.51,"g"
"3848",45345567,"SWISS DARK CHOCOLATE",40,"g",40,"g",6.67,"g"
"3849",45345570,"GELATIN DESSERT",0,"g",85.71,"g",NA,NA
"3850",45345669,"STEAM MEAL",1.32,"g",1.18,"g",5.88,"g"
"3851",45345841,"CREAM CHEESE SPREAD",30,"g",3.33,"g",3.33,"g"
"3852",45346237,"JUICE DRINK",0,"g",9.04,"g",0,"g"
"3853",45346276,"MEXICAN-STYLE LASAGNA",7.52,"g",2.21,"g",7.08,"g"
"3854",45347763,"HUMMUS",16.07,"g",0,"g",3.57,"g"
"3855",45347819,"MINI PIZZA BAGELS",6.82,"g",4.55,"g",11.36,"g"
"3856",45347912,"COCOA DUSTED TRUFFLES",46.67,"g",40,"g",6.67,"g"
